Campus,Measure Name,GPA,Results
Berkeley,App GPA,3.984285714,0
Berkeley,Enrl GPA,4.099,1
Berkeley,Adm GPA,3.562666667,1
Berkeley,App GPA,3.746666667,0
Berkeley,App GPA,3.866666667,0
Berkeley,Adm GPA,4.05625,1
Berkeley,App GPA,3.941428571,0
Berkeley,App GPA,4.073333333,0
Berkeley,Adm GPA,4.205833333,1
Berkeley,App GPA,3.769411765,0
Berkeley,Enrl GPA,4.307142857,1
Berkeley,Adm GPA,4.19,1
Berkeley,App GPA,3.6925,0
Berkeley,App GPA,3.786,0
Berkeley,App GPA,3.61,0
Berkeley,App GPA,3.864347826,0
Berkeley,App GPA,3.555714286,0
Berkeley,App GPA,3.507105263,0
Berkeley,Adm GPA,4.18,1
Berkeley,App GPA,3.6875,0
Berkeley,App GPA,3.6928,0
Berkeley,App GPA,3.985,0
Berkeley,Enrl GPA,4.194,1
Berkeley,Enrl GPA,4.156666667,1
Berkeley,App GPA,3.748947368,0
Berkeley,App GPA,3.901111111,0
Berkeley,App GPA,3.848972603,0
Berkeley,App GPA,3.957407407,0
Berkeley,App GPA,3.748571429,0
Berkeley,App GPA,3.973333333,0
Berkeley,App GPA,3.963793103,0
Berkeley,App GPA,3.869444444,0
Berkeley,App GPA,3.812631579,0
Berkeley,Adm GPA,4.24,1
Berkeley,Enrl GPA,4.174444444,1
Berkeley,App GPA,3.749210526,0
Berkeley,App GPA,3.935882353,0
Berkeley,App GPA,3.894756098,0
Berkeley,App GPA,3.756666667,0
Berkeley,Adm GPA,3.982222222,1
Berkeley,Adm GPA,3.8,1
Berkeley,Adm GPA,4.19,1
Berkeley,App GPA,3.758333333,0
Berkeley,App GPA,3.735074627,0
Berkeley,Adm GPA,4.217272727,1
Berkeley,App GPA,3.7725,0
Berkeley,Enrl GPA,4.185384615,1
Berkeley,App GPA,4.109591837,0
Berkeley,Adm GPA,4.108333333,1
Berkeley,App GPA,3.813125,0
Berkeley,App GPA,3.879325843,0
Berkeley,App GPA,3.842,0
Berkeley,Adm GPA,4.242222222,1
Berkeley,App GPA,3.801333333,0
Berkeley,App GPA,3.924444444,0
Berkeley,Adm GPA,4.24,1
Berkeley,App GPA,3.962580645,0
Berkeley,Adm GPA,4.19,1
Berkeley,App GPA,3.855046729,0
Berkeley,App GPA,3.89,0
Berkeley,App GPA,3.39,0
Berkeley,Adm GPA,4.241052632,1
Berkeley,Enrl GPA,4.144615385,1
Berkeley,App GPA,3.750909091,0
Berkeley,Adm GPA,4.219574468,1
Berkeley,App GPA,3.96625,0
Berkeley,Adm GPA,4.18625,1
Berkeley,App GPA,4.103333333,0
Berkeley,Adm GPA,4.18,1
Berkeley,Enrl GPA,4.265555556,1
Berkeley,App GPA,3.796666667,0
Berkeley,App GPA,4.015,0
Berkeley,Adm GPA,4.0024,1
Berkeley,App GPA,3.829791667,0
Berkeley,Adm GPA,4.0325,1
Berkeley,App GPA,3.068571429,0
Berkeley,App GPA,3.682359551,0
Berkeley,Adm GPA,4.228,1
Berkeley,Adm GPA,3.9975,1
Berkeley,App GPA,3.755789474,0
Berkeley,Adm GPA,4.014285714,1
Berkeley,Adm GPA,3.844285714,1
Berkeley,Enrl GPA,4.216,1
Berkeley,App GPA,3.822307692,0
Berkeley,App GPA,3.901551724,0
Berkeley,App GPA,3.809,0
Berkeley,App GPA,3.742424242,0
Berkeley,App GPA,3.788571429,0
Berkeley,App GPA,3.573076923,0
Berkeley,App GPA,3.838181818,0
Berkeley,Enrl GPA,3.966923077,1
Berkeley,Enrl GPA,4.100769231,1
Berkeley,App GPA,3.51,0
Berkeley,Adm GPA,4.25,1
Berkeley,Adm GPA,4.284444444,1
Berkeley,App GPA,3.896363636,0
Berkeley,Adm GPA,4.052857143,1
Berkeley,Adm GPA,4.076,1
Berkeley,Adm GPA,3.708571429,1
Berkeley,App GPA,3.978181818,0
Berkeley,App GPA,3.88,0
Berkeley,Enrl GPA,3.978,1
Berkeley,App GPA,3.781276596,0
Berkeley,App GPA,3.674444444,0
Berkeley,App GPA,4.001538462,0
Berkeley,App GPA,4.081081081,0
Berkeley,Enrl GPA,4.063333333,1
Berkeley,App GPA,3.9975,0
Berkeley,App GPA,3.959259259,0
Berkeley,Adm GPA,4.18875,1
Berkeley,Enrl GPA,4.088571429,1
Berkeley,App GPA,3.732571429,0
Berkeley,App GPA,3.842777778,0
Berkeley,Enrl GPA,4.168333333,1
Berkeley,Adm GPA,4.312,1
Berkeley,App GPA,3.640634921,0
Berkeley,Adm GPA,4.254444444,1
Berkeley,Adm GPA,4.214285714,1
Berkeley,App GPA,3.936136364,0
Berkeley,Adm GPA,3.956153846,1
Berkeley,App GPA,3.856,0
Berkeley,Adm GPA,4.2105,1
Berkeley,App GPA,3.684285714,0
Berkeley,App GPA,3.736875,0
Berkeley,App GPA,3.830740741,0
Berkeley,App GPA,3.573684211,0
Berkeley,Adm GPA,4.192857143,1
Berkeley,Enrl GPA,4.028333333,1
Berkeley,Enrl GPA,4.1975,1
Berkeley,App GPA,3.587297297,0
Berkeley,Enrl GPA,4.26,1
Berkeley,App GPA,3.98,0
Berkeley,App GPA,3.713333333,0
Berkeley,App GPA,3.833921569,0
Berkeley,Enrl GPA,4.0365,1
Berkeley,Adm GPA,4.223333333,1
Berkeley,Enrl GPA,4.27125,1
Berkeley,App GPA,4,0
Berkeley,App GPA,4.004615385,0
Berkeley,Enrl GPA,3.886666667,1
Berkeley,Adm GPA,4.085,1
Berkeley,App GPA,3.810909091,0
Berkeley,Adm GPA,4.178,1
Berkeley,Adm GPA,4.226,1
Berkeley,App GPA,3.735833333,0
Berkeley,App GPA,3.641917808,0
Berkeley,App GPA,3.891836735,0
Berkeley,App GPA,3.841,0
Berkeley,Enrl GPA,4.221964286,1
Berkeley,Adm GPA,4.24,1
Berkeley,App GPA,3.812,0
Berkeley,App GPA,3.908333333,0
Berkeley,App GPA,4.020378788,0
Berkeley,App GPA,4.068461538,0
Berkeley,App GPA,3.681666667,0
Berkeley,Adm GPA,4.110416667,1
Berkeley,Adm GPA,4.004583333,1
Berkeley,Enrl GPA,3.9665,1
Berkeley,App GPA,3.885,0
Berkeley,App GPA,3.964117647,0
Berkeley,Adm GPA,4.05,1
Berkeley,App GPA,3.906,0
Berkeley,App GPA,3.891,0
Berkeley,Adm GPA,4.265833333,1
Berkeley,App GPA,3.775833333,0
Berkeley,Adm GPA,4.266,1
Berkeley,App GPA,3.900952381,0
Berkeley,App GPA,3.675555556,0
Berkeley,Adm GPA,4.121428571,1
Berkeley,Adm GPA,4.173214286,1
Berkeley,App GPA,3.969811321,0
Berkeley,Adm GPA,4.2112,1
Berkeley,App GPA,3.855151515,0
Berkeley,App GPA,3.634285714,0
Berkeley,App GPA,3.837951807,0
Berkeley,App GPA,3.872777778,0
Berkeley,Adm GPA,4.119166667,1
Berkeley,App GPA,3.95,0
Berkeley,Enrl GPA,4.142,1
Berkeley,Enrl GPA,3.941,1
Berkeley,App GPA,3.817777778,0
Berkeley,Adm GPA,4.103333333,1
Berkeley,App GPA,3.913507692,0
Berkeley,App GPA,3.686631579,0
Berkeley,App GPA,3.765,0
Berkeley,Adm GPA,4.184,1
Berkeley,App GPA,3.86893617,0
Berkeley,App GPA,3.8796,0
Berkeley,Enrl GPA,3.88,1
Berkeley,Adm GPA,4.141875,1
Berkeley,Adm GPA,4.31125,1
Berkeley,Adm GPA,3.973333333,1
Berkeley,Adm GPA,4.13,1
Berkeley,App GPA,3.788888889,0
Berkeley,App GPA,3.6725,0
Berkeley,Adm GPA,4.272,1
Berkeley,App GPA,3.890105263,0
Berkeley,App GPA,3.959333333,0
Berkeley,Enrl GPA,4.124285714,1
Berkeley,Adm GPA,4.234285714,1
Berkeley,App GPA,4.003555556,0
Berkeley,App GPA,3.61359375,0
Berkeley,App GPA,3.687,0
Berkeley,Adm GPA,4.161071429,1
Berkeley,Enrl GPA,4.018571429,1
Berkeley,Enrl GPA,4.215,1
Berkeley,App GPA,4.148,0
Berkeley,App GPA,3.949473684,0
Berkeley,App GPA,3.933,0
Berkeley,Adm GPA,4.21,1
Berkeley,App GPA,3.534285714,0
Berkeley,App GPA,3.708484848,0
Berkeley,Enrl GPA,4.17,1
Berkeley,App GPA,3.734,0
Berkeley,App GPA,3.89137931,0
Berkeley,Adm GPA,4.096666667,1
Berkeley,Enrl GPA,4.11,1
Berkeley,Enrl GPA,4.102,1
Berkeley,App GPA,3.877413793,0
Berkeley,Adm GPA,4.035,1
Berkeley,App GPA,3.686756757,0
Berkeley,Adm GPA,4.252,1
Berkeley,App GPA,3.685555556,0
Berkeley,Enrl GPA,4.058181818,1
Berkeley,Enrl GPA,4.153333333,1
Berkeley,App GPA,3.7732,0
Berkeley,App GPA,3.946125,0
Berkeley,Adm GPA,4.161111111,1
Berkeley,Enrl GPA,3.96,1
Berkeley,App GPA,3.75125,0
Berkeley,App GPA,3.858692308,0
Berkeley,Enrl GPA,4.07,1
Berkeley,App GPA,3.770714286,0
Berkeley,App GPA,4.015333333,0
Berkeley,Adm GPA,4.01,1
Berkeley,Enrl GPA,3.854,1
Berkeley,App GPA,4.017083333,0
Berkeley,App GPA,3.663333333,0
Berkeley,Enrl GPA,4.195,1
Berkeley,Adm GPA,3.893636364,1
Berkeley,Adm GPA,4.164,1
Berkeley,Enrl GPA,4.14,1
Berkeley,Adm GPA,4.086363636,1
Berkeley,App GPA,3.933673469,0
Berkeley,App GPA,3.63,0
Berkeley,App GPA,3.942857143,0
Berkeley,App GPA,3.886363636,0
Berkeley,App GPA,3.78,0
Berkeley,Adm GPA,3.876,1
Berkeley,App GPA,3.74,0
Berkeley,Enrl GPA,4.112,1
Berkeley,Adm GPA,4.251666667,1
Berkeley,Enrl GPA,4.157142857,1
Berkeley,App GPA,4.055,0
Berkeley,Adm GPA,4.07,1
Berkeley,App GPA,3.933043478,0
Berkeley,App GPA,3.919230769,0
Berkeley,Enrl GPA,4.19,1
Berkeley,App GPA,3.968,0
Berkeley,App GPA,3.922857143,0
Berkeley,App GPA,3.870769231,0
Berkeley,Adm GPA,4.193333333,1
Berkeley,App GPA,4.0275,0
Berkeley,Enrl GPA,3.886,1
Berkeley,App GPA,3.549565217,0
Berkeley,App GPA,3.81,0
Berkeley,App GPA,3.927058824,0
Berkeley,App GPA,3.959482759,0
Berkeley,Adm GPA,4.167692308,1
Berkeley,Enrl GPA,4.1995,1
Berkeley,App GPA,3.883636364,0
Berkeley,App GPA,3.921428571,0
Berkeley,Enrl GPA,4.23,1
Berkeley,Adm GPA,4.241666667,1
Berkeley,App GPA,3.84875,0
Berkeley,Adm GPA,4.098813559,1
Berkeley,App GPA,3.9425,0
Berkeley,App GPA,3.598709677,0
Berkeley,Adm GPA,4.073043478,1
Berkeley,App GPA,3.79,0
Berkeley,Adm GPA,4.171578947,1
Berkeley,Enrl GPA,4.242142857,1
Berkeley,Adm GPA,4.246666667,1
Berkeley,Enrl GPA,3.953333333,1
Berkeley,App GPA,3.92,0
Berkeley,App GPA,3.94,0
Berkeley,Enrl GPA,4.264,1
Berkeley,App GPA,3.996666667,0
Berkeley,App GPA,3.748947368,0
Berkeley,App GPA,4.095294118,0
Berkeley,Adm GPA,4.263043478,1
Berkeley,App GPA,4.064,0
Berkeley,App GPA,3.768571429,0
Berkeley,Adm GPA,4.012,1
Berkeley,Enrl GPA,4.046610169,1
Berkeley,Enrl GPA,3.864285714,1
Berkeley,Enrl GPA,4.06,1
Berkeley,Adm GPA,4.199189189,1
Berkeley,App GPA,3.616571429,0
Berkeley,App GPA,3.565,0
Berkeley,App GPA,3.8575,0
Berkeley,App GPA,3.834285714,0
Berkeley,Enrl GPA,4.158888889,1
Berkeley,App GPA,3.988,0
Berkeley,Enrl GPA,3.816153846,1
Berkeley,App GPA,3.784,0
Berkeley,Enrl GPA,4.113333333,1
Berkeley,App GPA,3.8168,0
Berkeley,Adm GPA,4.245625,1
Berkeley,App GPA,4.003846154,0
Berkeley,App GPA,3.596666667,0
Berkeley,Enrl GPA,3.702,1
Berkeley,Enrl GPA,4.012,1
Berkeley,App GPA,3.902692308,0
Berkeley,App GPA,4.028076923,0
Berkeley,App GPA,3.892133333,0
Berkeley,App GPA,3.975955056,0
Berkeley,Enrl GPA,4.336,1
Berkeley,Adm GPA,4.071666667,1
Berkeley,Adm GPA,4.145,1
Berkeley,Enrl GPA,4.14,1
Berkeley,Adm GPA,4.202285714,1
Berkeley,Adm GPA,4.109322034,1
Berkeley,App GPA,3.55,0
Berkeley,App GPA,3.712333333,0
Berkeley,App GPA,3.993846154,0
Berkeley,Adm GPA,4.28,1
Berkeley,Adm GPA,4.2625,1
Berkeley,App GPA,3.831578947,0
Berkeley,Adm GPA,4.232,1
Berkeley,Enrl GPA,4.235,1
Berkeley,App GPA,3.488571429,0
Berkeley,App GPA,3.474666667,0
Berkeley,Adm GPA,4.092,1
Berkeley,Enrl GPA,4.065714286,1
Berkeley,Adm GPA,4.291818182,1
Berkeley,Adm GPA,4.253636364,1
Berkeley,Adm GPA,4.055882353,1
Berkeley,Enrl GPA,4.026,1
Berkeley,Adm GPA,4.168333333,1
Berkeley,App GPA,3.957619048,0
Berkeley,App GPA,3.574736842,0
Berkeley,App GPA,3.8184,0
Berkeley,App GPA,3.7925,0
Berkeley,App GPA,3.937183099,0
Berkeley,Enrl GPA,4.281666667,1
Berkeley,Adm GPA,4.147692308,1
Berkeley,Adm GPA,4.168,1
Berkeley,Enrl GPA,4.226,1
Berkeley,App GPA,3.98625,0
Berkeley,App GPA,3.745,0
Berkeley,App GPA,3.913333333,0
Berkeley,Adm GPA,4.15,1
Berkeley,App GPA,3.407333333,0
Berkeley,Adm GPA,4.301666667,1
Berkeley,App GPA,3.939230769,0
Berkeley,App GPA,3.633225806,0
Berkeley,App GPA,3.840833333,0
Berkeley,App GPA,3.86825,0
Berkeley,App GPA,4.01,0
Berkeley,Adm GPA,4.179615385,1
Berkeley,App GPA,3.917058824,0
Berkeley,App GPA,3.949722222,0
Berkeley,App GPA,3.830537634,0
Berkeley,App GPA,3.887,0
Berkeley,App GPA,3.8985,0
Berkeley,Adm GPA,4.09625,1
Berkeley,Adm GPA,4.063111111,1
Berkeley,App GPA,3.945,0
Berkeley,App GPA,3.776,0
Berkeley,Adm GPA,4.314,1
Berkeley,App GPA,4.137,0
Berkeley,App GPA,3.92547619,0
Berkeley,App GPA,3.650833333,0
Berkeley,App GPA,4.0225,0
Berkeley,Enrl GPA,4.161,1
Berkeley,Adm GPA,4.281176471,1
Berkeley,Adm GPA,4.208461538,1
Berkeley,App GPA,3.69375,0
Berkeley,Adm GPA,4.249285714,1
Berkeley,Enrl GPA,4.232,1
Berkeley,App GPA,3.68707483,0
Berkeley,App GPA,3.888,0
Berkeley,App GPA,3.492727273,0
Berkeley,App GPA,3.746153846,0
Berkeley,App GPA,3.392857143,0
Berkeley,App GPA,3.967037037,0
Berkeley,Adm GPA,4.254285714,1
Berkeley,App GPA,3.485,0
Berkeley,App GPA,3.931428571,0
Berkeley,Adm GPA,4.245172414,1
Berkeley,App GPA,3.784255319,0
Berkeley,App GPA,3.514,0
Berkeley,Adm GPA,4.128888889,1
Berkeley,App GPA,3.945714286,0
Berkeley,App GPA,3.855777778,0
Berkeley,App GPA,3.839565217,0
Berkeley,Adm GPA,4.157272727,1
Berkeley,Adm GPA,4.216875,1
Berkeley,App GPA,3.791860465,0
Berkeley,App GPA,3.722647059,0
Berkeley,App GPA,4.088888889,0
Berkeley,Enrl GPA,3.8875,1
Berkeley,Adm GPA,4.168333333,1
Berkeley,Adm GPA,4.358,1
Berkeley,App GPA,3.878076923,0
Berkeley,Enrl GPA,4.258333333,1
Berkeley,App GPA,3.854705882,0
Berkeley,App GPA,3.617941176,0
Berkeley,Adm GPA,4.201875,1
Berkeley,Adm GPA,4.202131148,1
Berkeley,Adm GPA,4.164736842,1
Berkeley,App GPA,3.698571429,0
Berkeley,App GPA,4.0075,0
Berkeley,App GPA,3.726956522,0
Berkeley,App GPA,3.6204,0
Berkeley,App GPA,3.82047619,0
Berkeley,App GPA,3.881111111,0
Berkeley,App GPA,3.713333333,0
Berkeley,Adm GPA,4.213,1
Berkeley,App GPA,3.976363636,0
Berkeley,App GPA,3.889344262,0
Berkeley,Adm GPA,4.238,1
Berkeley,App GPA,4.065769231,0
Berkeley,App GPA,3.723333333,0
Berkeley,Adm GPA,4.171333333,1
Berkeley,Adm GPA,4.161666667,1
Berkeley,App GPA,3.672222222,0
Berkeley,App GPA,3.85,0
Berkeley,App GPA,3.587777778,0
Berkeley,App GPA,3.592222222,0
Berkeley,Adm GPA,4.048333333,1
Berkeley,Enrl GPA,4.292857143,1
Berkeley,Enrl GPA,4.14375,1
Berkeley,App GPA,3.621666667,0
Berkeley,App GPA,3.585238095,0
Berkeley,App GPA,3.791111111,0
Berkeley,Enrl GPA,3.99,1
Berkeley,App GPA,3.682307692,0
Berkeley,App GPA,3.848347826,0
Berkeley,Adm GPA,4.051428571,1
Berkeley,App GPA,3.932222222,0
Berkeley,Enrl GPA,4.131,1
Berkeley,App GPA,3.779375,0
Berkeley,App GPA,3.735,0
Berkeley,Adm GPA,4.116923077,1
Berkeley,Enrl GPA,4.1412,1
Berkeley,Adm GPA,4.279285714,1
Berkeley,App GPA,3.56,0
Berkeley,Enrl GPA,4.098333333,1
Berkeley,Adm GPA,4.220909091,1
Berkeley,App GPA,3.987575758,0
Berkeley,App GPA,3.775056818,0
Berkeley,App GPA,3.542777778,0
Berkeley,App GPA,3.897,0
Berkeley,App GPA,4.036956522,0
Berkeley,Adm GPA,4.0444,1
Berkeley,Adm GPA,4.19875,1
Berkeley,Enrl GPA,4.141428571,1
Berkeley,App GPA,3.791538462,0
Berkeley,App GPA,3.936666667,0
Berkeley,Enrl GPA,3.568333333,1
Berkeley,App GPA,3.808235294,0
Berkeley,App GPA,3.917444444,0
Berkeley,App GPA,4.038,0
Berkeley,App GPA,3.765483871,0
Berkeley,App GPA,3.82,0
Berkeley,App GPA,3.632222222,0
Berkeley,App GPA,3.993333333,0
Berkeley,Adm GPA,4.065333333,1
Berkeley,Adm GPA,4.145,1
Berkeley,App GPA,3.996363636,0
Berkeley,Adm GPA,4.03,1
Berkeley,App GPA,3.477142857,0
Berkeley,App GPA,3.777777778,0
Berkeley,Adm GPA,4.103333333,1
Berkeley,Adm GPA,4.132222222,1
Berkeley,Adm GPA,4.167,1
Berkeley,Enrl GPA,4.22,1
Berkeley,App GPA,3.91125,0
Berkeley,Adm GPA,4.135333333,1
Berkeley,Adm GPA,4.271333333,1
Berkeley,App GPA,3.886,0
Berkeley,App GPA,3.801666667,0
Berkeley,App GPA,3.726363636,0
Berkeley,App GPA,3.916666667,0
Berkeley,App GPA,3.786385542,0
Berkeley,App GPA,3.892142857,0
Berkeley,App GPA,3.855555556,0
Berkeley,App GPA,3.761666667,0
Berkeley,App GPA,3.742702703,0
Berkeley,App GPA,4.060169492,0
Berkeley,App GPA,3.796428571,0
Berkeley,Adm GPA,4.263333333,1
Berkeley,App GPA,3.843333333,0
Berkeley,App GPA,3.544,0
Berkeley,Adm GPA,4.1475,1
Berkeley,App GPA,3.965833333,0
Berkeley,Adm GPA,4.206,1
Berkeley,Enrl GPA,4.179473684,1
Berkeley,App GPA,3.804736842,0
Berkeley,App GPA,4.04,0
Berkeley,App GPA,4.017647059,0
Berkeley,App GPA,3.791333333,0
Berkeley,App GPA,3.826666667,0
Berkeley,App GPA,3.910833333,0
Berkeley,App GPA,3.903636364,0
Berkeley,Adm GPA,3.858,1
Berkeley,Adm GPA,4.210833333,1
Berkeley,App GPA,3.7865,0
Berkeley,App GPA,4.0775,0
Berkeley,Adm GPA,3.944444444,1
Berkeley,App GPA,3.25,0
Berkeley,App GPA,3.777894737,0
Berkeley,Adm GPA,4.263333333,1
Berkeley,App GPA,3.932,0
Berkeley,Enrl GPA,4.052,1
Berkeley,Enrl GPA,4.178,1
Berkeley,Enrl GPA,3.74375,1
Berkeley,App GPA,3.715,0
Berkeley,App GPA,3.700526316,0
Berkeley,App GPA,3.609072165,0
Berkeley,App GPA,3.646428571,0
Berkeley,App GPA,3.518333333,0
Berkeley,App GPA,3.8916,0
Berkeley,App GPA,4.1,0
Berkeley,App GPA,4.003513514,0
Berkeley,App GPA,3.853636364,0
Berkeley,App GPA,3.598181818,0
Berkeley,Adm GPA,4.184615385,1
Berkeley,Adm GPA,4.150606061,1
Berkeley,App GPA,3.805111111,0
Berkeley,App GPA,3.446190476,0
Berkeley,App GPA,3.7075,0
Berkeley,Adm GPA,4.282857143,1
Berkeley,Enrl GPA,4.18,1
Berkeley,App GPA,3.8552,0
Berkeley,App GPA,3.778695652,0
Berkeley,App GPA,3.884285714,0
Berkeley,App GPA,3.59,0
Berkeley,Adm GPA,4.198,1
Berkeley,Enrl GPA,3.972222222,1
Berkeley,App GPA,3.791666667,0
Berkeley,App GPA,3.842,0
Berkeley,Adm GPA,4.035,1
Berkeley,App GPA,3.847906977,0
Berkeley,App GPA,3.994117647,0
Berkeley,App GPA,3.45,0
Berkeley,App GPA,3.953846154,0
Berkeley,App GPA,3.513333333,0
Berkeley,App GPA,3.755,0
Berkeley,App GPA,3.675238095,0
Berkeley,App GPA,3.688,0
Berkeley,App GPA,3.932222222,0
Berkeley,App GPA,3.766,0
Berkeley,App GPA,3.78137931,0
Berkeley,Adm GPA,3.834,1
Berkeley,App GPA,3.9075,0
