Campus,Measure Name,GPA,Results
Davis,Adm GPA,4.078888889,1
Davis,Adm GPA,3.991470588,1
Davis,App GPA,3.587894737,0
Davis,Adm GPA,4.256666667,1
Davis,Enrl GPA,3.473333333,1
Davis,App GPA,4.156,0
Davis,App GPA,3.64,0
Davis,App GPA,3.585333333,0
Davis,Enrl GPA,3.829285714,1
Davis,App GPA,3.6971875,0
Davis,App GPA,3.956666667,0
Davis,App GPA,3.45375,0
Davis,Adm GPA,3.948235294,1
Davis,Adm GPA,4.173571429,1
Davis,Adm GPA,3.694444444,1
Davis,Adm GPA,4.086666667,1
Davis,Adm GPA,3.781029412,1
Davis,Enrl GPA,3.81875,1
Davis,Adm GPA,3.632702703,1
Davis,App GPA,3.684615385,0
Davis,Adm GPA,3.793125,1
Davis,App GPA,3.9565625,0
Davis,Adm GPA,3.901111111,1
Davis,Adm GPA,3.998,1
Davis,Adm GPA,3.938,1
Davis,App GPA,3.698888889,0
Davis,Adm GPA,4.16,1
Davis,App GPA,3.828,0
Davis,App GPA,3.678181818,0
Davis,App GPA,3.581214953,0
Davis,Enrl GPA,3.594166667,1
Davis,App GPA,3.621666667,0
Davis,App GPA,3.835,0
Davis,Adm GPA,4.023333333,1
Davis,Adm GPA,3.797142857,1
Davis,App GPA,3.7525,0
Davis,App GPA,3.836842105,0
Davis,App GPA,4.021666667,0
Davis,Enrl GPA,3.730454545,1
Davis,App GPA,3.660123457,0
Davis,Adm GPA,4.16826087,1
Davis,App GPA,3.746666667,0
Davis,Adm GPA,4.092222222,1
Davis,Adm GPA,3.963,1
Davis,App GPA,3.689069767,0
Davis,App GPA,3.744210526,0
Davis,Adm GPA,3.97,1
Davis,Adm GPA,3.798333333,1
Davis,App GPA,3.948823529,0
Davis,Adm GPA,3.70375,1
Davis,Adm GPA,3.801666667,1
Davis,Enrl GPA,4.141428571,1
Davis,Adm GPA,3.061666667,1
Davis,App GPA,3.684444444,0
Davis,App GPA,3.846,0
Davis,App GPA,3.431,0
Davis,App GPA,3.776625,0
Davis,App GPA,3.4775,0
Davis,App GPA,3.533013699,0
Davis,App GPA,3.985769231,0
Davis,Adm GPA,4.058,1
Davis,App GPA,3.884411765,0
Davis,Enrl GPA,3.984,1
Davis,App GPA,3.850823529,0
Davis,Adm GPA,3.882307692,1
Davis,App GPA,3.712,0
Davis,Adm GPA,4.096666667,1
Davis,Adm GPA,4.119230769,1
Davis,Adm GPA,3.841666667,1
Davis,App GPA,3.4816,0
Davis,Enrl GPA,3.74375,1
Davis,App GPA,3.984285714,0
Davis,Adm GPA,4.006923077,1
Davis,Enrl GPA,3.895,1
Davis,Adm GPA,4.18,1
Davis,App GPA,3.753214286,0
Davis,App GPA,3.500555556,0
Davis,App GPA,3.73962963,0
Davis,App GPA,3.753478261,0
Davis,Adm GPA,3.835555556,1
Davis,App GPA,3.415,0
Davis,App GPA,3.795,0
Davis,App GPA,3.615294118,0
Davis,Adm GPA,3.935,1
Davis,Adm GPA,3.948888889,1
Davis,App GPA,3.416666667,0
Davis,Adm GPA,4.1175,1
Davis,Adm GPA,3.716086957,1
Davis,Enrl GPA,3.95625,1
Davis,Adm GPA,4.134,1
Davis,Adm GPA,4.088421053,1
Davis,App GPA,3.37,0
Davis,App GPA,3.574545455,0
Davis,App GPA,3.53375,0
Davis,Adm GPA,4.116363636,1
Davis,App GPA,3.56,0
Davis,App GPA,3.802,0
Davis,App GPA,3.61057971,0
Davis,Adm GPA,3.65625,1
Davis,Adm GPA,3.912,1
Davis,Adm GPA,3.563888889,1
Davis,Adm GPA,4.156666667,1
Davis,App GPA,3.41875,0
Davis,Adm GPA,3.897272727,1
Davis,Adm GPA,4.025,1
Davis,Enrl GPA,3.604166667,1
Davis,Adm GPA,3.928571429,1
Davis,App GPA,3.811515152,0
Davis,App GPA,3.524772727,0
Davis,App GPA,3.686666667,0
Davis,App GPA,3.808333333,0
Davis,Adm GPA,3.96,1
Davis,Adm GPA,3.738571429,1
Davis,Adm GPA,4.154117647,1
Davis,Enrl GPA,3.868571429,1
Davis,Adm GPA,3.773809524,1
Davis,Enrl GPA,3.956,1
Davis,App GPA,3.617727273,0
Davis,App GPA,3.57047619,0
Davis,Adm GPA,3.992307692,1
Davis,Adm GPA,4.157777778,1
Davis,App GPA,3.511,0
Davis,Enrl GPA,3.766363636,1
Davis,Enrl GPA,3.965,1
Davis,Enrl GPA,3.754,1
Davis,App GPA,3.703333333,0
Davis,Enrl GPA,3.936666667,1
Davis,App GPA,3.792,0
Davis,Adm GPA,3.903333333,1
Davis,App GPA,3.253333333,0
Davis,Enrl GPA,3.774285714,1
Davis,Enrl GPA,3.432142857,1
Davis,App GPA,3.804285714,0
Davis,Adm GPA,3.953283582,1
Davis,Adm GPA,3.739444444,1
Davis,Adm GPA,3.8,1
Davis,App GPA,3.728,0
Davis,App GPA,3.763416667,0
Davis,App GPA,3.79925,0
Davis,App GPA,3.716,0
Davis,App GPA,3.32,0
Davis,App GPA,3.647463768,0
Davis,Adm GPA,3.72,1
Davis,App GPA,3.58,0
Davis,Enrl GPA,3.627,1
Davis,App GPA,3.807333333,0
Davis,App GPA,3.822857143,0
Davis,Adm GPA,3.837142857,1
Davis,App GPA,3.784651163,0
Davis,App GPA,3.791395349,0
Davis,App GPA,3.868,0
Davis,App GPA,3.75962963,0
Davis,App GPA,3.828888889,0
Davis,Adm GPA,4.225714286,1
Davis,App GPA,3.69625,0
Davis,Enrl GPA,3.623636364,1
Davis,Adm GPA,3.917083333,1
Davis,App GPA,3.724,0
Davis,App GPA,3.762857143,0
Davis,App GPA,3.136,0
Davis,App GPA,3.519,0
Davis,App GPA,3.4375,0
Davis,Enrl GPA,3.917,1
Davis,App GPA,3.652857143,0
Davis,Adm GPA,3.601111111,1
Davis,Enrl GPA,3.826,1
Davis,App GPA,3.52,0
Davis,Adm GPA,3.82,1
Davis,Adm GPA,3.850606061,1
Davis,Enrl GPA,4.065,1
Davis,App GPA,3.656896552,0
Davis,App GPA,3.75,0
Davis,Enrl GPA,3.778947368,1
Davis,Adm GPA,3.8725,1
Davis,Adm GPA,3.962,1
Davis,App GPA,3.87875,0
Davis,App GPA,3.687619048,0
Davis,Adm GPA,3.759642857,1
Davis,Enrl GPA,3.65,1
Davis,Adm GPA,3.508888889,1
Davis,App GPA,3.626666667,0
Davis,Adm GPA,3.90375,1
Davis,App GPA,3.867659574,0
Davis,Enrl GPA,3.867692308,1
Davis,App GPA,3.780465116,0
Davis,App GPA,3.463777778,0
Davis,Adm GPA,3.757333333,1
Davis,Adm GPA,3.88826087,1
Davis,Enrl GPA,3.8875,1
Davis,Adm GPA,4.035714286,1
Davis,App GPA,3.80516129,0
Davis,App GPA,3.449230769,0
Davis,App GPA,3.71,0
Davis,App GPA,3.669230769,0
Davis,Adm GPA,3.717647059,1
Davis,Adm GPA,4.117096774,1
Davis,App GPA,3.622894737,0
Davis,Adm GPA,4.091666667,1
Davis,App GPA,3.598333333,0
Davis,App GPA,3.853,0
Davis,App GPA,3.506666667,0
Davis,App GPA,3.683,0
Davis,App GPA,3.812307692,0
Davis,App GPA,3.82875,0
Davis,App GPA,3.860344828,0
Davis,App GPA,3.640909091,0
Davis,Enrl GPA,3.566,1
Davis,App GPA,3.924285714,0
Davis,App GPA,3.838235294,0
Davis,Adm GPA,3.86,1
Davis,App GPA,3.92,0
Davis,App GPA,3.963157895,0
Davis,App GPA,3.868529412,0
Davis,App GPA,3.618823529,0
Davis,App GPA,3.6,0
Davis,App GPA,3.736666667,0
Davis,App GPA,3.562692308,0
Davis,Enrl GPA,3.985,1
Davis,Adm GPA,4.006666667,1
Davis,App GPA,3.67,0
Davis,App GPA,3.851111111,0
Davis,Adm GPA,4.024166667,1
Davis,App GPA,3.728181818,0
Davis,Adm GPA,3.860363636,1
Davis,App GPA,3.612533333,0
Davis,App GPA,3.809761905,0
Davis,App GPA,3.581428571,0
Davis,App GPA,3.245714286,0
Davis,App GPA,3.89375,0
Davis,App GPA,3.308,0
Davis,Enrl GPA,4.002,1
Davis,Adm GPA,3.7985,1
Davis,Adm GPA,3.841,1
Davis,App GPA,3.885384615,0
Davis,Adm GPA,4.026923077,1
Davis,Adm GPA,3.97875,1
Davis,Adm GPA,3.965,1
Davis,App GPA,3.665,0
Davis,App GPA,3.692777778,0
Davis,Adm GPA,3.620666667,1
Davis,Enrl GPA,4.095,1
Davis,App GPA,3.62625,0
Davis,App GPA,3.816727273,0
Davis,App GPA,3.520526316,0
Davis,Adm GPA,4.004761905,1
Davis,Adm GPA,3.796333333,1
Davis,Adm GPA,3.903333333,1
Davis,Adm GPA,3.90625,1
Davis,App GPA,3.6325,0
Davis,App GPA,3.628673469,0
Davis,App GPA,3.704782609,0
Davis,Adm GPA,3.88,1
Davis,Adm GPA,4.177857143,1
Davis,Adm GPA,3.983846154,1
Davis,Adm GPA,4.112,1
Davis,App GPA,3.774166667,0
Davis,App GPA,3.770769231,0
Davis,App GPA,3.55375,0
Davis,Adm GPA,4.178333333,1
Davis,App GPA,3.80995122,0
Davis,App GPA,3.781666667,0
Davis,Adm GPA,3.791428571,1
Davis,App GPA,3.826019417,0
Davis,App GPA,3.683684211,0
Davis,Adm GPA,4.1925,1
Davis,App GPA,3.527,0
Davis,App GPA,3.69,0
Davis,App GPA,3.787,0
Davis,Adm GPA,3.865714286,1
Davis,App GPA,3.617733333,0
Davis,App GPA,3.483076923,0
Davis,App GPA,3.6676875,0
Davis,Enrl GPA,4.236,1
Davis,App GPA,3.66452381,0
Davis,Adm GPA,4.08225,1
Davis,Adm GPA,4.174571429,1
Davis,App GPA,3.748939394,0
Davis,App GPA,3.29125,0
Davis,Adm GPA,3.669230769,1
Davis,App GPA,3.852857143,0
Davis,App GPA,3.634210526,0
Davis,App GPA,3.36,0
Davis,App GPA,3.553265306,0
Davis,App GPA,3.547894737,0
Davis,App GPA,3.701612903,0
Davis,App GPA,3.967,0
Davis,App GPA,3.844285714,0
Davis,Adm GPA,3.878333333,1
Davis,App GPA,3.74,0
Davis,Adm GPA,3.89,1
Davis,App GPA,3.862,0
Davis,App GPA,3.354,0
Davis,Adm GPA,4.049512195,1
Davis,App GPA,3.569130435,0
Davis,App GPA,3.527254902,0
Davis,App GPA,3.85,0
Davis,Adm GPA,4.191666667,1
Davis,Adm GPA,4.091882353,1
Davis,Adm GPA,3.921666667,1
Davis,Adm GPA,4.025555556,1
Davis,Adm GPA,4.163333333,1
Davis,Adm GPA,4.035,1
Davis,Enrl GPA,3.981428571,1
Davis,Adm GPA,4.155,1
Davis,App GPA,3.620869565,0
Davis,App GPA,3.536,0
Davis,Adm GPA,4.034347826,1
Davis,Adm GPA,4.20875,1
Davis,App GPA,3.80472973,0
Davis,Adm GPA,3.87097561,1
Davis,App GPA,3.834166667,0
Davis,Adm GPA,3.879473684,1
Davis,App GPA,3.865,0
Davis,Adm GPA,4.027037037,1
Davis,Adm GPA,4.100625,1
Davis,Adm GPA,3.809787234,1
Davis,App GPA,3.74,0
Davis,Adm GPA,3.966451613,1
Davis,Enrl GPA,3.498888889,1
Davis,App GPA,3.506,0
Davis,App GPA,3.542777778,0
Davis,Enrl GPA,3.776666667,1
Davis,App GPA,3.873561644,0
Davis,Adm GPA,4.176,1
Davis,Adm GPA,3.93,1
Davis,Adm GPA,3.906363636,1
Davis,App GPA,3.611666667,0
Davis,App GPA,3.648421053,0
Davis,Enrl GPA,3.791612903,1
Davis,Adm GPA,3.92,1
Davis,Enrl GPA,3.771111111,1
Davis,Adm GPA,4.058888889,1
Davis,App GPA,3.804705882,0
Davis,Adm GPA,3.793770492,1
Davis,Adm GPA,3.995714286,1
Davis,Adm GPA,4.0975,1
Davis,Adm GPA,3.905714286,1
Davis,App GPA,3.73,0
Davis,App GPA,3.817,0
Davis,App GPA,3.631384615,0
Davis,App GPA,3.574285714,0
Davis,App GPA,3.484,0
Davis,App GPA,3.86,0
Davis,Adm GPA,4.21,1
Davis,App GPA,3.413333333,0
Davis,App GPA,3.534193548,0
Davis,Adm GPA,4.07875,1
Davis,App GPA,3.533043478,0
Davis,Adm GPA,3.704,1
Davis,Adm GPA,3.986666667,1
Davis,Enrl GPA,3.84,1
Davis,Adm GPA,3.865483871,1
Davis,Adm GPA,3.838461538,1
Davis,Adm GPA,3.843636364,1
Davis,Adm GPA,3.72875,1
Davis,Enrl GPA,4.075384615,1
Davis,App GPA,3.833947368,0
Davis,Adm GPA,3.872916667,1
Davis,Adm GPA,3.929,1
Davis,Enrl GPA,3.802,1
Davis,Adm GPA,3.685945946,1
Davis,App GPA,3.646,0
Davis,Adm GPA,3.935555556,1
Davis,App GPA,4.146,0
Davis,App GPA,3.757058824,0
Davis,App GPA,3.458333333,0
Davis,Adm GPA,4.092,1
Davis,App GPA,3.734193548,0
Davis,App GPA,3.79804878,0
Davis,App GPA,3.754516129,0
Davis,App GPA,3.8975,0
Davis,Adm GPA,4.004545455,1
Davis,Adm GPA,4.268235294,1
Davis,Adm GPA,4.133333333,1
Davis,Adm GPA,4.223375,1
Davis,Adm GPA,3.751923077,1
Davis,App GPA,3.516538462,0
Davis,Adm GPA,3.942,1
Davis,App GPA,3.95,0
Davis,App GPA,3.946,0
Davis,Enrl GPA,3.811666667,1
Davis,App GPA,3.798974359,0
Davis,Enrl GPA,4.042,1
Davis,App GPA,3.548421053,0
Davis,Adm GPA,4.113529412,1
Davis,Adm GPA,4.266,1
Davis,App GPA,3.96,0
Davis,Adm GPA,3.943142857,1
Davis,App GPA,3.887472527,0
Davis,Adm GPA,3.81375,1
Davis,Adm GPA,4.048571429,1
Davis,App GPA,3.67,0
Davis,Enrl GPA,4.168333333,1
Davis,Enrl GPA,3.334,1
Davis,Adm GPA,4.033076923,1
Davis,App GPA,3.602253521,0
Davis,App GPA,3.784444444,0
Davis,Adm GPA,4.128,1
Davis,App GPA,3.6975,0
Davis,Adm GPA,4.158636364,1
Davis,App GPA,3.401666667,0
Davis,App GPA,4.094,0
Davis,Adm GPA,3.675,1
Davis,Enrl GPA,3.728333333,1
Davis,Adm GPA,3.955714286,1
Davis,Adm GPA,4.006666667,1
Davis,App GPA,3.644,0
Davis,App GPA,3.701607143,0
Davis,App GPA,3.510909091,0
Davis,App GPA,3.591351351,0
Davis,App GPA,3.34,0
Davis,Adm GPA,4.136,1
Davis,App GPA,3.258333333,0
Davis,Enrl GPA,4.038,1
Davis,Adm GPA,3.906666667,1
Davis,Adm GPA,3.640769231,1
Davis,Adm GPA,3.683125,1
Davis,App GPA,3.75454023,0
Davis,App GPA,3.675294118,0
Davis,App GPA,3.757142857,0
Davis,Adm GPA,4.186666667,1
Davis,App GPA,3.763650794,0
Davis,Adm GPA,3.798571429,1
Davis,Adm GPA,4.0375,1
Davis,App GPA,3.50875,0
Davis,Adm GPA,3.8175,1
Davis,Adm GPA,3.906538462,1
Davis,Enrl GPA,3.981666667,1
Davis,App GPA,4.115714286,0
Davis,Adm GPA,3.950952381,1
Davis,App GPA,3.476923077,0
Davis,Enrl GPA,3.843333333,1
Davis,Adm GPA,4.06,1
Davis,Adm GPA,4.114418605,1
Davis,App GPA,3.808571429,0
Davis,App GPA,3.555714286,0
Davis,App GPA,3.635555556,0
Davis,Adm GPA,3.956785714,1
Davis,Adm GPA,4.25,1
Davis,App GPA,3.534285714,0
Davis,Enrl GPA,3.69962963,1
Davis,App GPA,3.764186047,0
Davis,Adm GPA,4.006666667,1
Davis,Enrl GPA,3.884545455,1
Davis,App GPA,3.596086957,0
Davis,App GPA,3.853846154,0
Davis,Adm GPA,4.215333333,1
Davis,App GPA,3.456,0
Davis,App GPA,3.607142857,0
Davis,Adm GPA,4.133333333,1
Davis,Enrl GPA,3.931666667,1
Davis,App GPA,3.78625,0
Davis,App GPA,3.888444444,0
Davis,Adm GPA,4.180454545,1
Davis,App GPA,3.621875,0
Davis,Enrl GPA,3.592,1
Davis,App GPA,3.558,0
Davis,App GPA,3.313333333,0
Davis,App GPA,3.323478261,0
Davis,Adm GPA,4.22173913,1
Davis,App GPA,3.978095238,0
Davis,Adm GPA,3.795217391,1
Davis,App GPA,3.833333333,0
Davis,App GPA,3.76125,0
Davis,App GPA,3.742807018,0
Davis,App GPA,3.77,0
Davis,Enrl GPA,3.808333333,1
Davis,App GPA,3.815294118,0
Davis,App GPA,3.748333333,0
Davis,App GPA,3.659666667,0
Davis,Adm GPA,3.953333333,1
Davis,Adm GPA,3.959166667,1
Davis,App GPA,3.870625,0
Davis,Adm GPA,4.14875,1
Davis,App GPA,3.640769231,0
Davis,App GPA,3.882,0
Davis,App GPA,3.29125,0
Davis,Adm GPA,4.041363636,1
Davis,App GPA,3.687115385,0
Davis,Enrl GPA,3.648,1
Davis,Enrl GPA,3.76,1
Davis,App GPA,3.7275,0
Davis,Adm GPA,3.8225,1
Davis,App GPA,3.71875,0
Davis,Adm GPA,4.109,1
Davis,App GPA,3.786646707,0
Davis,App GPA,3.661531532,0
Davis,Adm GPA,3.9428,1
Davis,Adm GPA,3.829333333,1
Davis,Enrl GPA,4.085,1
Davis,Adm GPA,4.1825,1
Davis,App GPA,3.800333333,0
Davis,Adm GPA,3.848076923,1
Davis,App GPA,3.767586207,0
Davis,App GPA,3.523,0
Davis,Adm GPA,4.004,1
Davis,Adm GPA,4.095,1
Davis,Adm GPA,3.95516129,1
Davis,Adm GPA,3.894,1
Davis,Enrl GPA,3.936,1
Davis,App GPA,3.65,0
Davis,Adm GPA,3.996,1
Davis,Adm GPA,4.128,1
Davis,App GPA,3.89,0
Davis,Enrl GPA,3.827142857,1
Davis,Enrl GPA,3.677407407,1
Davis,Enrl GPA,3.711666667,1
Davis,Adm GPA,3.88,1
Davis,App GPA,3.78519685,0
Davis,App GPA,3.913023256,0
Davis,App GPA,3.46,0
Davis,Adm GPA,4.22125,1
Davis,App GPA,3.812957746,0
Davis,App GPA,3.6275,0
Davis,Adm GPA,3.916,1
Davis,Adm GPA,4.1944,1
Davis,App GPA,3.688333333,0
Davis,Adm GPA,3.654,1
Davis,App GPA,3.726746988,0
Davis,App GPA,3.668988764,0
Davis,App GPA,3.605882353,0
Davis,Adm GPA,3.836,1
Davis,App GPA,3.642727273,0
Davis,App GPA,3.424285714,0
Davis,App GPA,3.774285714,0
Davis,Adm GPA,4.147906977,1
Davis,Adm GPA,4.119166667,1
Davis,App GPA,3.716875,0
Davis,App GPA,3.694285714,0
Davis,Adm GPA,4.084,1
Davis,App GPA,3.777804878,0
Davis,App GPA,3.781428571,0
Davis,App GPA,3.784444444,0
Davis,App GPA,3.597272727,0
Davis,App GPA,3.74787234,0
Davis,Adm GPA,4.0325,1
Davis,Adm GPA,4.181666667,1
Davis,Adm GPA,4.052,1
Davis,Adm GPA,3.718421053,1
Davis,Adm GPA,4.068,1
Davis,App GPA,3.801333333,0
Davis,App GPA,3.757368421,0
Davis,App GPA,3.9875,0
Davis,App GPA,3.733181818,0
Davis,Adm GPA,3.98625,1
Davis,App GPA,3.9315,0
Davis,Adm GPA,4.142222222,1
Davis,Enrl GPA,3.968888889,1
Davis,Adm GPA,3.95137931,1
Davis,App GPA,3.753,0
Davis,Adm GPA,3.830930233,1
Davis,Adm GPA,3.9575,1
Davis,Adm GPA,4.072727273,1
Davis,Adm GPA,3.7772,1
Davis,Adm GPA,3.778181818,1
Davis,App GPA,3.7734375,0
Davis,App GPA,3.818333333,0
Davis,App GPA,3.652616822,0
Davis,App GPA,3.275454545,0
Davis,App GPA,3.553333333,0
Davis,App GPA,3.531666667,0
Davis,Enrl GPA,3.647142857,1
Davis,Adm GPA,4.17,1
Davis,App GPA,3.53875,0
Davis,Enrl GPA,3.982,1
Davis,Adm GPA,4.044,1
Davis,Adm GPA,4.108214286,1
Davis,Adm GPA,3.506,1
Davis,App GPA,3.647142857,0
Davis,Adm GPA,3.719,1
Davis,App GPA,3.8,0
Davis,Enrl GPA,3.586,1
Davis,App GPA,3.534210526,0
Davis,App GPA,3.6016,0
Davis,Enrl GPA,3.712,1
Davis,App GPA,3.757931034,0
Davis,Adm GPA,4.1015,1
Davis,Enrl GPA,3.69375,1
Davis,Adm GPA,3.826,1
Davis,Adm GPA,4.152857143,1
Davis,Adm GPA,4.056666667,1
Davis,App GPA,3.348823529,0
Davis,App GPA,3.46,0
Davis,App GPA,3.561785714,0
Davis,Enrl GPA,4.012,1
Davis,App GPA,3.5628125,0
Davis,Adm GPA,4.005384615,1
Davis,Adm GPA,4.206774194,1
Davis,Enrl GPA,3.486666667,1
Davis,App GPA,3.575588235,0
Davis,Enrl GPA,4.01,1
Davis,App GPA,3.825853659,0
Davis,Adm GPA,3.752727273,1
Davis,Adm GPA,4.02875,1
Davis,Adm GPA,3.927619048,1
Davis,App GPA,3.617037037,0
Davis,App GPA,3.753636364,0
Davis,App GPA,3.798,0
Davis,Adm GPA,4.187818182,1
Davis,App GPA,3.784166667,0
Davis,Adm GPA,4.101666667,1
Davis,Adm GPA,3.902962963,1
Davis,Adm GPA,3.598333333,1
Davis,App GPA,3.734742268,0
Davis,Adm GPA,4.125555556,1
Davis,Enrl GPA,4.105,1
Davis,App GPA,3.749047619,0
Davis,Enrl GPA,3.713333333,1
Davis,App GPA,3.468461538,0
Davis,Adm GPA,3.752727273,1
Davis,Enrl GPA,4.071428571,1
Davis,Adm GPA,3.774,1
Davis,App GPA,3.9716,0
Davis,App GPA,3.792105263,0
Davis,App GPA,3.552285714,0
Davis,Adm GPA,4.101,1
Davis,App GPA,3.646666667,0
